"PROGRAM, YEAR, AND SECTION",COURSE,STUDENTS ENROLLED IN CLASS,UNNAMED: 3,UNNAMED: 4,COMPUTER-STUDENT RATIO (FOR SUBJECTS WITH LABORATORY ONLY),PASSED STUDENTS,UNNAMED: 7,UNNAMED: 8,FAILED STUDENTS,UNNAMED: 10,UNNAMED: 11,INCOMPLETE STUDENTS,UNNAMED: 13,UNNAMED: 14,CONDITIONAL FAILURE STUDENTS,UNNAMED: 16,UNNAMED: 17,PROGRAM,ENROLLED,PASSED,PASS_RATE,FAILED,NUM_DEF,RECOMMENDATION,FACULTY,ANALYSIS_DATE,"PROGRAM, YEAR & SECTION",Unnamed: 28,__1,__2,__3,__4,__5,__6,__7,DROP STUDENTS,__8,__9,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,STUDENTS ENROLLED IN CLASS MA LE,FEM ALE,TOT AL,PASSED STUDENTS MALE,FEM ALE__1,TOT AL__1,FAILED STUDENTS MALE,FEM ALE__2,TOT AL__2,INCOMPLETE STUDENTS MALE,FEM ALE__3,TOT AL__3,DROP STUDENTS MALE,FEM ALE__4,TOT AL__4,INCOMPLETE,DROP,COND_FAIL,ACADEMIC_YEAR
,CMSC 313,,,,,,,,,,,,,,,,,BSCS 3B,34,34,100.0,0,2.0,"🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | 📋 Address 2 academic deficiency(ies) from previous semester. | 📝 Individual counseling for students with deficiencies. | 👥 Large class size detected. Consider peer mentoring or teaching assistants. | 📈 Good employment outlook (76.8% based on 69 alumni). Focus on practical skills. | 💼 Potential career paths for BSCS: Instructor, Programmer, Game Development. Align course content with industry needs. | 🎓 Student Suggestion: Lessen the workload. | 🎓 Student Suggestion: More hands on activity",Roxanne Garbo,2026-01-02 21:00:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,CSEL 301,,,,,,,,,,,,,,,,,BSCS 2A,28,27,96.43,1,1.0,"🎉 Excellent performance with 96.43% pass rate. Continue current teaching approach. | 📋 Address 1 academic deficiency(ies) from previous semester. | 📝 Individual counseling for students with deficiencies. | 📈 Good employment outlook (76.8% based on 69 alumni). Focus on practical skills. | 💼 Potential career paths for BSCS: Instructor, Programmer, Game Development. Align course content with industry needs. | 🎓 Student Suggestion: The lessons should be paced better. | 🎓 Student Suggestion: Upgrading the PCs in the laboratory would be ideal. The specs limited what we could do on Blender. | 🔍 Internal Review Weakness: Some common weaknesses/problems encountered or observed in student research for Information Technology include:


1. Students struggle to install some application due to hardware requirements. 

2. Students struggle to do the activities because of the unstable internet connection in their place.

3. Some students may face technical limitations, such as hardware or software constraints, which can impact the feasibility and scalability of their research.

4. Weakness in communication and cooperation within the group results in delay in finishing their Final Project. | ✅ Internal Review Action: Some of the actions taken are the following.






Gave extension for the submission of the activities.

Gave the students enough time to finish their Final Project.

Constant reminders and advice to the student through Face to Face and group chat. | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement. | 📋 Internal Review Recommendation: Some of the Recommendations are the following.






Provide students with a fully functional laboratory room with a high specification computers with internet connection and all the applications they need.
 
Provide students with a fully functional research room with a high specification computers with internet connection and all the applications they need where they can do their research if the laboratory room is not available.",Roxanne Garbo,2026-01-02 21:00:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,CSEL 301,,,,,,,,,,,,,,,,,BSCS 2B,26,26,100.0,0,1.0,"🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | 📋 Address 1 academic deficiency(ies) from previous semester. | 📝 Individual counseling for students with deficiencies. | 📈 Good employment outlook (76.8% based on 69 alumni). Focus on practical skills. | 💼 Potential career paths for BSCS: Instructor, Programmer, Game Development. Align course content with industry needs. | 🎓 Student Suggestion: Provide more updated materials. | 🎓 Student Suggestion: The lessons should be paced better. | 🔍 Internal Review Weakness: Some common weaknesses/problems encountered or observed in student research for Information Technology include:


1. Students struggle to install some application due to hardware requirements. 

2. Students struggle to do the activities because of the unstable internet connection in their place.

3. Some students may face technical limitations, such as hardware or software constraints, which can impact the feasibility and scalability of their research.

4. Weakness in communication and cooperation within the group results in delay in finishing their Final Project. | ✅ Internal Review Action: Some of the actions taken are the following.






Gave extension for the submission of the activities.

Gave the students enough time to finish their Final Project.

Constant reminders and advice to the student through Face to Face and group chat. | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement. | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement.",Roxanne Garbo,2026-01-02 21:00:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,CSEL 303,,,,,,,,,,,,,,,,,BSCS 3A,31,29,93.55,2,2.0,"👍 Good performance with 93.55% pass rate. Minor improvements recommended. | 📝 2 student(s) need additional support. Consider peer tutoring. | 📋 Address 2 academic deficiency(ies) from previous semester. | 📝 Individual counseling for students with deficiencies. | 👥 Large class size detected. Consider peer mentoring or teaching assistants. | 📈 Good employment outlook (76.8% based on 69 alumni). Focus on practical skills. | 💼 Potential career paths for BSCS: Instructor, Programmer, Game Development. Align course content with industry needs. | 🎓 Student Suggestion: Lessen the workload. | 🎓 Student Suggestion: Need more examples | 🔍 Internal Review Weakness: Some common weaknesses/problems encountered or observed in student research for Information Technology include:


1. Students struggle to install some application due to hardware requirements. 

2. Students struggle to do the activities because some of the application sometimes crashes.

3. Some students may face technical limitations, such as hardware or software constraints, which can impact the feasibility and scalability of their program.

4. Weakness in communication and cooperation within the group results in delay in finishing their Final Project. | ✅ Internal Review Action: Some of the actions taken are the following.






Gave extension for the submission of the activities.

Gave the students enough time to finish their Final Project.

Constant reminders and conducted a Face to Face presentation and consultation. | 📋 Internal Review Recommendation: Some of the Recommendations are the following.






Provide students with a fully functional laboratory room with a high specification computers and all the applications they need.
 
Provide students with a fully functional research room with a high specification computers with internet connection and all the applications they need where they can do their research if the laboratory room is not available. | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement.",Roxanne Garbo,2026-01-02 21:00:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,CSEL 303,,,,,,,,,,,,,,,,,BSCS 3B,34,34,100.0,0,2.0,"🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | 📋 Address 2 academic deficiency(ies) from previous semester. | 📝 Individual counseling for students with deficiencies. | 👥 Large class size detected. Consider peer mentoring or teaching assistants. | 📈 Good employment outlook (76.8% based on 69 alumni). Focus on practical skills. | 💼 Potential career paths for BSCS: Instructor, Programmer, Game Development. Align course content with industry needs. | 🎓 Student Suggestion: Lessen the workload. | 🎓 Student Suggestion: Provide more updated materials. | 🔍 Internal Review Weakness: Some common weaknesses/problems encountered or observed in student research for Information Technology include:


1. Students struggle to install some application due to hardware requirements. 

2. Students struggle to do the activities because some of the application sometimes crashes.

3. Some students may face technical limitations, such as hardware or software constraints, which can impact the feasibility and scalability of their program.

4. Weakness in communication and cooperation within the group results in delay in finishing their Final Project. | ✅ Internal Review Action: Some of the actions taken are the following.






Gave extension for the submission of the activities.

Gave the students enough time to finish their Final Project.

Constant reminders and conducted a Face to Face presentation and consultation. | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement. | 📋 Internal Review Recommendation: Some of the Recommendations are the following.






Provide students with a fully functional laboratory room with a high specification computers and all the applications they need.
 
Provide students with a fully functional research room with a high specification computers with internet connection and all the applications they need where they can do their research if the laboratory room is not available.",Roxanne Garbo,2026-01-02 21:00:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,CSST 103,,,,,,,,,,,,,,,,,BSCS 3B,34,34,100.0,0,0.0,"🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | 👥 Large class size detected. Consider peer mentoring or teaching assistants. | 📈 Good employment outlook (76.8% based on 69 alumni). Focus on practical skills. | 💼 Potential career paths for BSCS: Instructor, Programmer, Game Development. Align course content with industry needs. | 🎓 Student Suggestion: Add more real-world applications. | 🎓 Student Suggestion: More coding practice",Roxanne Garbo,2026-01-02 21:00:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,ITEP 311,,,,,,,,,,,,,,,,,BSIT 3D,32,32,100.0,0,0.0,"🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | 👥 Large class size detected. Consider peer mentoring or teaching assistants. | 📈 Good employment outlook (77.6% based on 370 alumni). Focus on practical skills. | 💼 Potential career paths for BSIT: Programmer, Accenture Inc, Accenture. Align course content with industry needs. | 🎓 Student Suggestion: More real-life applications. | 🎓 Student Suggestion: Add more hands-on activities. | 🔍 Internal Review Weakness: Some common weaknesses/problems encountered or observed in student research for Information Technology include: | ✅ Internal Review Action: Some of the actions taken are the following. | 📋 Internal Review Recommendation: Some of the Recommendations are the following. | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement.",Roxanne Garbo,2026-01-02 21:00:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,ITEP 311,,,,,,,,,,,,,,,,,BSIT 3E,26,26,100.0,0,0.0,"🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | 📈 Good employment outlook (77.6% based on 370 alumni). Focus on practical skills. | 💼 Potential career paths for BSIT: Programmer, Accenture Inc, Accenture. Align course content with industry needs. | 🎓 Student Suggestion: More real-life applications. | 🎓 Student Suggestion: Add more hands-on activities. | 🔍 Internal Review Weakness: Some common weaknesses/problems encountered or observed in student research for Information Technology include: | ✅ Internal Review Action: Some of the actions taken are the following. | 📋 Internal Review Recommendation: Some of the Recommendations are the following. | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement.",Roxanne Garbo,2026-01-02 21:00:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,CMSC 311,,,,,,,,,,,,,,,,,BSCS 3A,31,29,93.55,1,0.0,"👍 Good performance with 93.55% pass rate. Minor improvements recommended. | 📝 2 student(s) need additional support. Consider peer tutoring. | 👥 Large class size detected. Consider peer mentoring or teaching assistants. | 📈 Good employment outlook (76.8% based on 69 alumni). Focus on practical skills. | 💼 Potential career paths for BSCS: Instructor, Programmer, Game Development. Align course content with industry needs. | 🎓 Student Suggestion: Lessen the workload. | 🎓 Student Suggestion: To have more curriculum | 🔍 Internal Review Weakness: Suspended classes cause the late discussion for other sections | ✅ Internal Review Action: Proper communication with the students | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement. | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement.",MJ Formaran,2026-01-02 21:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,2024-2025
,CMSC 311,,,,,,,,,,,,,,,,,BSCS 3B,34,34,100.0,0,0.0,"🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | 👥 Large class size detected. Consider peer mentoring or teaching assistants. | 📈 Good employment outlook (76.8% based on 69 alumni). Focus on practical skills. | 💼 Potential career paths for BSCS: Instructor, Programmer, Game Development. Align course content with industry needs. | 🎓 Student Suggestion: Add more real-world applications. | 🎓 Student Suggestion: Lessen the workload. | 🔍 Internal Review Weakness: Suspended classes cause the late discussion for other sections | ✅ Internal Review Action: Proper communication with the students | 📋 Internal Review Recommendation: Continue to improve on 'Suspended classes cause the late discussion for other sections' by consistently applying the action 'Proper communication with the students' and monitoring progress. | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement.",MJ Formaran,2026-01-02 21:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,CSEL 302,,,,,,,,,,,,,,,,,BSCS 2A,27,27,100.0,0,0.0,"🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | 📈 Good employment outlook (76.8% based on 69 alumni). Focus on practical skills. | 💼 Potential career paths for BSCS: Instructor, Programmer, Game Development. Align course content with industry needs. | 🎓 Student Suggestion: Update software tools | 🎓 Student Suggestion: More examples could help.",MJ Formaran,2026-01-02 21:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,CSEL 302,,,,,,,,,,,,,,,,,BSCS 2B,26,26,100.0,0,0.0,"🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | 📈 Good employment outlook (76.8% based on 69 alumni). Focus on practical skills. | 💼 Potential career paths for BSCS: Instructor, Programmer, Game Development. Align course content with industry needs. | 🎓 Student Suggestion: Update software tools | 🎓 Student Suggestion: Lessen the workload.",MJ Formaran,2026-01-02 21:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,CSST 104,,,,,,,,,,,,,,,,,BSCS 3A,31,30,96.77,1,0.0,"🎉 Excellent performance with 96.77% pass rate. Continue current teaching approach. | 👥 Large class size detected. Consider peer mentoring or teaching assistants. | 📈 Good employment outlook (76.8% based on 69 alumni). Focus on practical skills. | 💼 Potential career paths for BSCS: Instructor, Programmer, Game Development. Align course content with industry needs. | 🎓 Student Suggestion: More tutorials",MJ Formaran,2026-01-02 21:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,CSST 104,,,,,,,,,,,,,,,,,BSCS 3B,34,34,100.0,0,0.0,"🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | 👥 Large class size detected. Consider peer mentoring or teaching assistants. | 📈 Good employment outlook (76.8% based on 69 alumni). Focus on practical skills. | 💼 Potential career paths for BSCS: Instructor, Programmer, Game Development. Align course content with industry needs. | 🎓 Student Suggestion: More tutorials",MJ Formaran,2026-01-02 21:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,ITEC 106,,,,,,,,,,,,,,,,,BSCS 2A,29,28,96.55,1,0.0,"🎉 Excellent performance with 96.55% pass rate. Continue current teaching approach. | 📈 Good employment outlook (76.8% based on 69 alumni). Focus on practical skills. | 💼 Potential career paths for BSCS: Instructor, Programmer, Game Development. Align course content with industry needs. | 🎓 Student Suggestion: The lessons should be paced better. | 🎓 Student Suggestion: The lessons should be paced better. | 🔍 Internal Review Weakness: Computer Laboratories does not have internet which become a problem because installation of the IDE and setting it up requires internet connection | ✅ Internal Review Action: Proper communication with the students. | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement. | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement.",MJ Formaran,2026-01-02 21:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
